Date,BAR_KWH_Main_Electric (kWh),BAR_PWR_Main_Electric (kW)
2015-12-06 08:15,20767.105000000447,82.944
2015-12-06 08:30,20786.113000000827,76.032
2015-12-06 08:45,20806.849000000395,82.944
2015-12-06 09:00,20851.7770000007,179.712
2015-12-06 09:15,20900.161000000313,193.536
2015-12-06 09:30,20946.817000000738,186.624
2015-12-06 09:45,20995.20100000035,193.536
2015-12-06 10:00,21045.313000000082,200.448
2015-12-06 10:15,21093.697000000626,193.536
2015-12-06 10:30,21142.08100000024,193.536
2015-12-06 10:45,21188.737000000663,186.624
2015-12-06 11:00,21238.849000000395,200.448
2015-12-06 11:15,21287.233000000007,193.536
2015-12-06 11:30,21337.34500000067,200.448
2015-12-06 11:45,21385.729000000283,193.536
2015-12-06 12:00,21434.113000000827,193.536
2015-12-06 12:15,21482.49700000044,193.536
2015-12-06 12:30,21532.60900000017,200.448
2015-12-06 12:45,21580.993000000715,193.536
2015-12-06 13:00,21629.377000000328,193.536
2015-12-06 13:15,21677.76099999994,193.536
2015-12-06 13:30,21726.145000000484,193.536
2015-12-06 13:45,21776.257000000216,200.448
2015-12-06 14:00,21824.64100000076,193.536
2015-12-06 14:15,21874.75300000049,200.448
2015-12-06 14:30,21923.137000000104,193.536
2015-12-06 14:45,21973.249000000767,200.448
2015-12-06 15:00,22023.3610000005,200.448
2015-12-06 15:15,22073.47300000023,200.448
2015-12-06 15:30,22121.857000000775,193.536
2015-12-06 15:45,22171.969000000507,200.448
2015-12-06 16:00,22222.08100000024,200.448
2015-12-06 16:15,22273.92100000009,207.36
2015-12-06 16:30,22324.033000000753,200.448
2015-12-06 16:45,22374.145000000484,200.448
2015-12-06 17:00,22401.79300000053,110.592
2015-12-06 17:15,22425.985000000335,96.768
2015-12-06 17:30,22450.17700000014,96.768
2015-12-06 17:45,22474.368999999948,96.768
2015-12-06 18:00,22498.561000000685,96.768
2015-12-06 18:15,22522.75300000049,96.768
2015-12-06 18:30,22546.945000000298,96.768
2015-12-06 18:45,22569.408999999985,89.856
2015-12-06 19:00,22593.601000000723,96.768
2015-12-06 19:15,22617.79300000053,96.768
2015-12-06 19:30,22640.257000000216,89.856
2015-12-06 19:45,22664.449000000022,96.768
2015-12-06 20:00,22686.91300000064,89.856
2015-12-06 20:15,22709.377000000328,89.856
2015-12-06 20:30,22733.569000000134,96.768
2015-12-06 20:45,22756.033000000753,89.856
2015-12-06 21:00,22778.49700000044,89.856
